DEL	INS	MNV	SNV	barcode	med_tdepth	med_ndepth	med_VAF	purity_medVAF	cancer	sample15	cna_barcode	cna_nb_seg	cna_cancer	purity_cn_loss	nb_arm_loss	nb_arm_gain	nb_arm_CNA	min_arm_log2R	max_arm_log2R	purity_cna_vaf	purity_ascat	ploidy_ascat	purity_infinium	purity_absolute_infinium	purity_absolute_SKCM	ploidy_absolute_SKCM	doublings_absolute_SKCM	purity_methyl_SKCM	cg05630725_SOX5_beta	cg14112754_GP5_beta
3	1	0	29	TCGA-ZF-AA5P-01A-11D-A391-08	70	61	0.15	0.3	BLCA	TCGA-ZF-AA5P-01	TCGA-ZF-AA5P-01A-11D-A390-01	401	BLCA	0.160772426574201	1	2	3	-0.1209	-0.1209	0.3	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA
5	1	0	88	TCGA-ZF-AA5N-01A-11D-A42E-08	41.5	40	0.360922659430122	0.721845318860244	BLCA	TCGA-ZF-AA5N-01	TCGA-ZF-AA5N-01A-11D-A42D-01	63	BLCA	0.0168414817276927	0	3	3	-0.0122	-0.0122	0.721845318860244	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA
1	3	0	113	TCGA-ZF-AA5H-01A-11D-A391-08	46	55	0.32	0.64	BLCA	TCGA-ZF-AA5H-01	TCGA-ZF-AA5H-01A-11D-A390-01	662	BLCA	0.848750922723741	18	9	27	-0.7968	-0.7968	0.74437546136187	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA
13	2	2	288	TCGA-ZF-AA58-01A-12D-A42E-08	62	58	0.192307692307692	0.384615384615385	BLCA	TCGA-ZF-AA58-01	TCGA-ZF-AA58-01A-12D-A42D-01	472	BLCA	0.349389182974686	6	10	16	-0.277	-0.277	0.367002283795035	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA
3	4	0	140	TCGA-ZF-AA56-01A-31D-A391-08	66	66	0.213872832369942	0.427745664739884	BLCA	TCGA-ZF-AA56-01	TCGA-ZF-AA56-01A-31D-A390-01	259	BLCA	0.519278826699554	7	9	16	-0.4337	-0.4337	0.473512245719719	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA
8	1	1	382	TCGA-ZF-AA54-01A-11D-A391-08	52.5	52	0.313584574934268	0.627169149868536	BLCA	TCGA-ZF-AA54-01	TCGA-ZF-AA54-01A-11D-A390-01	577	BLCA	0.379319170666994	10	14	24	-0.3034	-0.3034	0.503244160267765	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA
3	4	0	195	TCGA-ZF-AA53-01A-11D-A391-08	51.5	57	0.208644278606965	0.41728855721393	BLCA	TCGA-ZF-AA53-01	TCGA-ZF-AA53-01A-11D-A390-01	303	BLCA	0.325070931770549	4	4	8	-0.2559	-0.2559	0.37117974449224	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA
6	5	0	108	TCGA-ZF-AA52-01A-12D-A391-08	50	67	0.203125	0.40625	BLCA	TCGA-ZF-AA52-01	TCGA-ZF-AA52-01A-12D-A390-01	88	BLCA	0.265764286284256	12	13	25	-0.2057	-0.2057	0.336007143142128	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA
23	5	2	1161	TCGA-ZF-AA51-01A-21D-A391-08	56	50	0.273972602739726	0.547945205479452	BLCA	TCGA-ZF-AA51-01	TCGA-ZF-AA51-01A-21D-A390-01	685	BLCA	0.459605368770799	15	11	26	-0.3767	-0.3767	0.503775287125125	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA
3	3	0	1054	TCGA-ZF-AA4X-01A-11D-A38G-08	54	67	0.272727272727273	0.545454545454545	BLCA	TCGA-ZF-AA4X-01	TCGA-ZF-AA4X-01A-11D-A38F-01	167	BLCA	0.534696005201674	16	12	28	-0.4488	-0.4488	0.54007527532811	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA
162	50	1	631	TCGA-ZF-AA4W-01A-12D-A38G-08	60	75	0.188177052999418	0.376354105998835	BLCA	TCGA-ZF-AA4W-01	TCGA-ZF-AA4W-01A-12D-A38F-01	148	BLCA	0.339865649476967	10	4	14	-0.2687	-0.2687	0.358109877737901	NA	NA	0.43	NA	NA	NA	NA	NA	NA	NA
37	4	4	1372	TCGA-ZF-AA4V-01A-11D-A38G-08	53	55	0.307692307692308	0.615384615384615	BLCA	TCGA-ZF-AA4V-01	TCGA-ZF-AA4V-01A-11D-A38F-01	348	BLCA	0.656682810491817	1	19	20	-0.5742	-0.5742	0.636033712938216	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA
7	0	1	127	TCGA-ZF-AA4U-01A-11D-A38G-08	38	48	0.430555555555556	0.861111111111111	BLCA	TCGA-ZF-AA4U-01	TCGA-ZF-AA4U-01A-11D-A38F-01	282	BLCA	0.928449383319284	14	5	19	-0.9003	-0.9003	0.894780247215198	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA
6	7	7	126	TCGA-ZF-AA4T-01A-11D-A38G-08	52	60	0.273293029871977	0.546586059743954	BLCA	TCGA-ZF-AA4T-01	TCGA-ZF-AA4T-01A-11D-A38F-01	881	BLCA	0.554268140339493	15	12	27	-0.4682	-0.4682	0.550427100041724	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA
11	4	0	89	TCGA-ZF-AA4R-01A-11D-A38G-08	42	59	0.337325349301397	0.674650698602794	BLCA	TCGA-ZF-AA4R-01	TCGA-ZF-AA4R-01A-11D-A38F-01	338	BLCA	0.7286158570234	7	6	13	-0.6536	-0.6536	0.701633277813097	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA
10	5	0	305	TCGA-ZF-AA4N-01A-11D-A38G-08	43	43	0.371760797342193	0.743521594684385	BLCA	TCGA-ZF-AA4N-01	TCGA-ZF-AA4N-01A-11D-A38F-01	376	BLCA	0.582056546647652	13	10	23	-0.4962	-0.4962	0.662789070666019	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA
4	3	2	326	TCGA-ZF-A9RN-01A-11D-A42E-08	53	55	0.313953488372093	0.627906976744186	BLCA	TCGA-ZF-A9RN-01	TCGA-ZF-A9RN-01A-11D-A42D-01	750	BLCA	0.713724213241724	18	18	36	-0.6368	-0.6368	0.670815594992955	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA
5	3	0	149	TCGA-ZF-A9RM-01A-11D-A38G-08	39	47	0.4	0.8	BLCA	TCGA-ZF-A9RM-01	TCGA-ZF-A9RM-01A-11D-A38F-01	541	BLCA	0.904719795769519	15	6	21	-0.8687	-0.8687	0.852359897884759	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA
11	5	19	541	TCGA-ZF-A9RL-01A-11D-A38G-08	50	59	0.273268398268398	0.546536796536797	BLCA	TCGA-ZF-A9RL-01	TCGA-ZF-A9RL-01A-11D-A38F-01	161	BLCA	0.862394772127495	15	6	21	-0.814	-0.814	0.704465784332146	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA
7	0	0	304	TCGA-ZF-A9RG-01A-21D-A42E-08	49	64	0.214285714285714	0.428571428571429	BLCA	TCGA-ZF-A9RG-01	TCGA-ZF-A9RG-01A-21D-A42D-01	244	BLCA	0.233124973125638	12	5	17	-0.1788	-0.1788	0.330848200848533	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA
24	7	3	449	TCGA-ZF-A9RF-01A-11D-A38G-08	53	62	0.32	0.64	BLCA	TCGA-ZF-A9RF-01	TCGA-ZF-A9RF-01A-11D-A38F-01	723	BLCA	0.445770015339539	11	12	23	-0.3638	-0.3638	0.542885007669769	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA
4	2	0	88	TCGA-ZF-A9RE-01A-11D-A38G-08	52	52.5	0.375786559275107	0.751573118550214	BLCA	TCGA-ZF-A9RE-01	TCGA-ZF-A9RE-01A-11D-A38F-01	217	BLCA	0.769452796754574	11	4	15	-0.7007	-0.7007	0.760512957652394	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA
4	2	0	331	TCGA-ZF-A9RD-01A-11D-A42E-08	50	44	0.296296296296296	0.592592592592593	BLCA	TCGA-ZF-A9RD-01	TCGA-ZF-A9RD-01A-11D-A42D-01	348	BLCA	0.364762711160772	11	12	23	-0.2905	-0.2905	0.478677651876682	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA
46	10	2	1370	TCGA-ZF-A9RC-01A-11D-A38G-08	56	65	0.209790419161677	0.419580838323353	BLCA	TCGA-ZF-A9RC-01	TCGA-ZF-A9RC-01A-11D-A38F-01	375	BLCA	0.420136407053976	15	11	26	-0.3402	-0.3402	0.419858622688664	NA	NA	0.56	NA	NA	NA	NA	NA	NA	NA
9	10	1	335	TCGA-ZF-A9R9-01A-11D-A38G-08	56	62	0.328947368421053	0.657894736842105	BLCA	TCGA-ZF-A9R9-01	TCGA-ZF-A9R9-01A-11D-A38F-01	402	BLCA	0.890584336260968	16	5	21	-0.8502	-0.8502	0.774239536551536	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA
6	3	3	1423	TCGA-ZF-A9R7-01A-11D-A38G-08	51	61	0.315789473684211	0.631578947368421	BLCA	TCGA-ZF-A9R7-01	TCGA-ZF-A9R7-01A-11D-A38F-01	250	BLCA	0.696491491435024	9	5	14	-0.6176	-0.6176	0.664035219401722	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA
10	4	2	190	TCGA-ZF-A9R5-01A-12D-A42E-08	38	43	0.449719101123595	0.899438202247191	BLCA	TCGA-ZF-A9R5-01	TCGA-ZF-A9R5-01A-12D-A42D-01	60	BLCA	0.00553749729586106	0	0	0	-0.004	-0.004	0.899438202247191	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA
2	5	1	485	TCGA-ZF-A9R4-01A-11D-A38G-08	49	34	0.459459459459459	0.918918918918919	BLCA	TCGA-ZF-A9R4-01	TCGA-ZF-A9R4-01A-11D-A38F-01	485	BLCA	0.737660472211829	9	17	26	-0.6639	-0.6639	0.828289695565374	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA
5	2	0	161	TCGA-ZF-A9R3-01A-11D-A38G-08	43	45	0.4	0.8	BLCA	TCGA-ZF-A9R3-01	TCGA-ZF-A9R3-01A-11D-A38F-01	132	BLCA	0.68933407916047	6	11	17	-0.6097	-0.6097	0.744667039580235	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA
3	2	1	265	TCGA-ZF-A9R2-01A-11D-A391-08	53	56	0.421052631578947	0.842105263157895	BLCA	TCGA-ZF-A9R2-01	TCGA-ZF-A9R2-01A-11D-A390-01	254	BLCA	0.622358985257048	10	13	23	-0.5378	-0.5378	0.732232124207471	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA
6	7	1	181	TCGA-ZF-A9R1-01A-11D-A391-08	56	50	0.32258064516129	0.645161290322581	BLCA	TCGA-ZF-A9R1-01	TCGA-ZF-A9R1-01A-11D-A390-01	426	BLCA	0.645556700366559	9	5	14	-0.5623	-0.5623	0.64535899534457	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA
3	3	0	386	TCGA-ZF-A9R0-01A-11D-A38G-08	47	49	0.3558599695586	0.711719939117199	BLCA	TCGA-ZF-A9R0-01	TCGA-ZF-A9R0-01A-11D-A38F-01	386	BLCA	0.984845016624501	17	10	27	-0.9783	-0.9783	0.84828247787085	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA
8	8	0	83	TCGA-ZD-A8I3-01A-11D-A417-09	38	38	0.34375	0.6875	CHOL	TCGA-ZD-A8I3-01	TCGA-ZD-A8I3-01A-11D-A416-01	122	CHOL	0.536320178534521	8	17	25	-0.4504	-0.4504	0.611910089267261	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA
2	2	0	0	TCGA-ZC-AAAH-01A-11D-A428-09	43	32.5	0.092156862745098	0.184313725490196	THYM	TCGA-ZC-AAAH-01	TCGA-ZC-AAAH-01A-11D-A427-01	88	THYM	0.044957459518681	0	0	0	-0.0328	-0.0328	0.184313725490196	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA
5	2	0	27	TCGA-ZC-AAAF-01A-11D-A428-09	47	59	0.180444329630586	0.360888659261173	THYM	TCGA-ZC-AAAF-01	TCGA-ZC-AAAF-01A-11D-A427-01	99	THYM	0.0418381696162327	0	1	1	-0.0305	-0.0305	0.360888659261173	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA
5	2	0	0	TCGA-ZC-AAAA-01A-11D-A428-09	36	27	0.18	0.36	THYM	TCGA-ZC-AAAA-01	TCGA-ZC-AAAA-01A-11D-A427-01	48	THYM	0.130956690010076	0	0	0	-0.0977	-0.0977	0.36	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA
10	6	0	136	TCGA-ZC-AAA7-01A-11D-A428-09	42	51.5	0.257881773399015	0.515763546798029	THYM	TCGA-ZC-AAA7-01	TCGA-ZC-AAA7-01A-11D-A427-01	83	THYM	0.585296223612462	3	8	11	-0.4995	-0.4995	0.550529885205246	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA
10	4	0	110	TCGA-ZB-A96V-01A-11D-A428-09	43	53	0.231663685152057	0.463327370304115	THYM	TCGA-ZB-A96V-01	TCGA-ZB-A96V-01A-11D-A427-01	76	THYM	0.496317475578976	2	3	5	-0.4115	-0.4115	0.479822422941545	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA
1	5	0	1	TCGA-ZB-A96R-01A-11D-A428-09	17	30	0.115044247787611	0.230088495575221	THYM	TCGA-ZB-A96R-01	TCGA-ZB-A96R-01A-11D-A427-01	92	THYM	0.0542855472934896	0	0	0	-0.0397	-0.0397	0.230088495575221	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA
5	3	0	16	TCGA-ZB-A96Q-01A-11D-A428-09	34	43.5	0.197560975609756	0.395121951219512	THYM	TCGA-ZB-A96Q-01	TCGA-ZB-A96Q-01A-11D-A427-01	49	THYM	0.0131265305653288	0	0	0	-0.0095	-0.0095	0.395121951219512	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA
1	1	0	2	TCGA-ZB-A96P-01A-11D-A428-09	22	25	0.195970695970696	0.391941391941392	THYM	TCGA-ZB-A96P-01	TCGA-ZB-A96P-01A-11D-A427-01	96	THYM	0.0242505589808049	0	0	0	-0.0176	-0.0176	0.391941391941392	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA
4	3	0	0	TCGA-ZB-A96O-01A-11D-A428-09	26	25	0.125	0.25	THYM	TCGA-ZB-A96O-01	TCGA-ZB-A96O-01A-11D-A427-01	85	THYM	0.0346312797531572	0	0	0	-0.0252	-0.0252	0.25	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA
6	1	0	12	TCGA-ZB-A96M-01A-11D-A428-09	51	43	0.188888888888889	0.377777777777778	THYM	TCGA-ZB-A96M-01	TCGA-ZB-A96M-01A-11D-A427-01	50	THYM	0.0503704809092853	0	0	0	-0.0368	-0.0368	0.377777777777778	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA
7	4	0	72	TCGA-ZB-A96L-01A-11D-A428-09	36	51	0.375	0.75	THYM	TCGA-ZB-A96L-01	TCGA-ZB-A96L-01A-11D-A427-01	162	THYM	0.821297200609598	4	2	6	-0.7628	-0.7628	0.785648600304799	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA
7	4	0	31	TCGA-ZB-A96K-01A-11D-A428-09	40	40.5	0.21395881006865	0.4279176201373	THYM	TCGA-ZB-A96K-01	TCGA-ZB-A96K-01A-11D-A427-01	63	THYM	0.013539646334376	0	0	0	-0.0098	-0.0098	0.4279176201373	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA
10	4	0	53	TCGA-ZB-A96I-01A-11D-A428-09	38	51	0.315789473684211	0.631578947368421	THYM	TCGA-ZB-A96I-01	TCGA-ZB-A96I-01A-11D-A427-01	148	THYM	0.685877287962151	6	2	8	-0.6059	-0.6059	0.658728117665286	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA
10	2	1	37	TCGA-ZB-A96H-01A-11D-A428-09	55	50.5	0.400458794271503	0.800917588543007	THYM	TCGA-ZB-A96H-01	TCGA-ZB-A96H-01A-11D-A427-01	47	THYM	0.00360111942673935	0	0	0	-0.0026	-0.0026	0.800917588543007	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA
1	2	0	2	TCGA-ZB-A96G-01A-11D-A428-09	51	71	0.156862745098039	0.313725490196078	THYM	TCGA-ZB-A96G-01	TCGA-ZB-A96G-01A-11D-A427-01	81	THYM	0.0114732081710347	0	0	0	-0.0083	-0.0083	0.313725490196078	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA
10	2	1	15	TCGA-ZB-A96F-01A-11D-A428-09	41	34	0.165496665496666	0.330993330993331	THYM	TCGA-ZB-A96F-01	TCGA-ZB-A96F-01A-11D-A427-01	212	THYM	0.333409108962976	6	11	17	-0.2631	-0.2631	0.332201219978153	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA
3	2	1	37	TCGA-ZB-A96E-01A-11D-A428-09	50	49	0.225806451612903	0.451612903225806	THYM	TCGA-ZB-A96E-01	TCGA-ZB-A96E-01A-11D-A427-01	55	THYM	0.0109217950367855	0	0	0	-0.0079	-0.0079	0.451612903225806	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA
8	2	0	5	TCGA-ZB-A96D-01A-11D-A428-09	42	65	0.192771084337349	0.385542168674699	THYM	TCGA-ZB-A96D-01	TCGA-ZB-A96D-01A-11D-A427-01	53	THYM	0.0161540522443495	0	0	0	-0.0117	-0.0117	0.385542168674699	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA
4	1	1	50	TCGA-ZB-A96C-01A-11D-A428-09	35	37.5	0.394444444444444	0.788888888888889	THYM	TCGA-ZB-A96C-01	TCGA-ZB-A96C-01A-11D-A427-01	47	THYM	0.00857658285305507	0	0	0	-0.0062	-0.0062	0.788888888888889	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA
2	3	0	0	TCGA-ZB-A96B-01A-11D-A428-09	42	38	0.0843373493975904	0.168674698795181	THYM	TCGA-ZB-A96B-01	TCGA-ZB-A96B-01A-11D-A427-01	58	THYM	0.016291557201271	0	0	0	-0.0118	-0.0118	0.168674698795181	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA
4	6	0	10	TCGA-ZB-A96A-01A-11D-A428-09	42	47	0.160028449502134	0.320056899004267	THYM	TCGA-ZB-A96A-01	TCGA-ZB-A96A-01A-11D-A427-01	76	THYM	0.193246110589002	1	0	1	-0.1466	-0.1466	0.320056899004267	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA
12	8	0	61	TCGA-ZB-A969-01A-11D-A428-09	41	45	0.390243902439024	0.780487804878049	THYM	TCGA-ZB-A969-01	TCGA-ZB-A969-01A-11D-A427-01	197	THYM	0.920622140322862	3	1	4	-0.8898	-0.8898	0.850554972600455	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA
1154	179	1	1189	TCGA-ZB-A966-01A-11D-A428-09	38	47	0.3125	0.625	THYM	TCGA-ZB-A966-01	TCGA-ZB-A966-01A-11D-A427-01	71	THYM	0.680492089227106	2	2	4	-0.6	-0.6	0.652746044613553	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA
10	5	0	41	TCGA-ZB-A965-01A-11D-A428-09	33.5	55	0.392631103074141	0.785262206148282	THYM	TCGA-ZB-A965-01	TCGA-ZB-A965-01A-11D-A427-01	43	THYM	0.00830049381108378	0	0	0	-0.006	-0.006	0.785262206148282	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA
3	3	0	32	TCGA-ZB-A964-01A-11D-A428-09	35.5	39	0.442222222222222	0.884444444444444	THYM	TCGA-ZB-A964-01	TCGA-ZB-A964-01A-11D-A427-01	35	THYM	0.0129888062178749	0	0	0	-0.0094	-0.0094	0.884444444444444	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA
4	5	0	3	TCGA-ZB-A963-01A-11D-A428-09	22	24	0.177083333333333	0.354166666666667	THYM	TCGA-ZB-A963-01	TCGA-ZB-A963-01A-11D-A427-01	135	THYM	0.174236371093762	3	0	3	-0.1315	-0.1315	0.354166666666667	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA
7	3	1	42	TCGA-ZB-A962-01A-11D-A428-09	25	38	0.362068965517241	0.724137931034483	THYM	TCGA-ZB-A962-01	TCGA-ZB-A962-01A-11D-A427-01	169	THYM	1.00325249090301	1	1	2	-1.0047	-1.0047	0.862068965517241	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA
5	5	0	40	TCGA-ZB-A961-01A-11D-A428-09	30	32	0.303846153846154	0.607692307692308	THYM	TCGA-ZB-A961-01	TCGA-ZB-A961-01A-11D-A427-01	104	THYM	0.515064774975189	6	1	7	-0.4296	-0.4296	0.561378541333748	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA
5	4	0	74	TCGA-ZA-A8F6-01A-23D-A364-08	79	83	0.18232044198895	0.364640883977901	STAD	TCGA-ZA-A8F6-01	TCGA-ZA-A8F6-01A-23D-A363-01	99	STAD	0.41476140215466	1	8	9	-0.3353	-0.3353	0.38970114306628	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA
11	6	1	174	TCGA-Z7-A8R6-01A-11D-A41F-09	52	30	0.372685185185185	0.74537037037037	BRCA	TCGA-Z7-A8R6-01	TCGA-Z7-A8R6-01A-11D-A41E-01	365	BRCA	0.799612667162003	4	11	15	-0.7365	-0.7365	0.772491518766186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	3	0	20	TCGA-Z7-A8R5-01A-42D-A41F-09	48	84	0.190839694656489	0.381679389312977	BRCA	TCGA-Z7-A8R5-01	TCGA-Z7-A8R5-01A-42D-A41E-01	66	BRCA	0.185213289663197	10	2	12	-0.1402	-0.1402	0.381679389312977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24	14	6	952	TCGA-Z6-AAPN-01A-11D-A403-09	46	42	0.266666666666667	0.533333333333333	ESCA	TCGA-Z6-AAPN-01	TCGA-Z6-AAPN-01A-11D-A402-01	385	ESCA	0.561664731217632	18	8	26	-0.4756	-0.4756	0.547499032275483	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA
10	2	2	197	TCGA-Z6-A9VB-01A-21D-A37C-09	33	41	0.333333333333333	0.666666666666667	ESCA	TCGA-Z6-A9VB-01	TCGA-Z6-A9VB-01A-21D-A37B-01	650	ESCA	0.639251920413326	9	9	18	-0.5556	-0.5556	0.652959293539996	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA
12	12	0	472	TCGA-Z6-A8JE-01A-11D-A37C-09	43	37	0.366431924882629	0.732863849765258	ESCA	TCGA-Z6-A8JE-01	TCGA-Z6-A8JE-01A-11D-A37B-01	550	ESCA	0.453828875767127	10	14	24	-0.3713	-0.3713	0.593346362766192	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA
17	8	3	400	TCGA-Z6-A8JD-01A-11D-A36J-09	67	64	0.19625350140056	0.39250700280112	ESCA	TCGA-Z6-A8JD-01	TCGA-Z6-A8JD-01A-11D-A36I-01	380	ESCA	0.223300122484657	8	3	11	-0.1708	-0.1708	0.307903562642889	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA
2	1	0	0	TCGA-Z5-AAPL-01A-12D-A40W-08	143	24	0.041958041958042	0.0839160839160839	PAAD	TCGA-Z5-AAPL-01	TCGA-Z5-AAPL-01A-12D-A40V-01	86	PAAD	0.0513162175965858	0	0	0	-0.0375	-0.0375	0.0839160839160839	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA
7	2	0	95	TCGA-Z4-AAPG-01A-11D-A38Z-09	42.5	50	0.4	0.8	SARC	TCGA-Z4-AAPG-01	TCGA-Z4-AAPG-01A-11D-A38Y-01	578	SARC	0.555770516621793	16	15	31	-0.4697	-0.4697	0.677885258310896	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA
6	0	1	38	TCGA-Z4-AAPF-01A-11D-A38Z-09	35	40	0.416666666666667	0.833333333333333	SARC	TCGA-Z4-AAPF-01	TCGA-Z4-AAPF-01A-11D-A38Y-01	247	SARC	0.914168682295293	2	12	14	-0.8812	-0.8812	0.873751007814313	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA
3	4	0	37	TCGA-Z4-A9VC-01A-11D-A37C-09	53.5	41	0.327058409570725	0.65411681914145	SARC	TCGA-Z4-A9VC-01	TCGA-Z4-A9VC-01A-11D-A37B-01	45	SARC	0.00415456200189879	0	0	0	-0.003	-0.003	0.65411681914145	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA
2	2	0	13	TCGA-Z4-A8JB-01A-23D-A37C-09	26	34	0.25	0.5	SARC	TCGA-Z4-A8JB-01	TCGA-Z4-A8JB-01A-23D-A37B-01	45	SARC	0.227605199070512	2	0	2	-0.1743	-0.1743	0.363802599535256	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA
4	2	36	792	TCGA-Z2-AA3V-06A-11D-A397-08	53.5	60	0.24	0.48	SKCM	TCGA-Z2-AA3V-06	TCGA-Z2-AA3V-06A-11D-A396-01	138	SKCM	0.459391809929252	8	4	12	-0.3765	-0.3765	0.469695904964626	NA	NA	0.54	NA	0.45	1.99	0	0.475355274557576	0.662331928719351	0.526785466142704
2	6	11	546	TCGA-Z2-AA3S-06A-11D-A397-08	41	45	0.447368421052632	0.894736842105263	SKCM	TCGA-Z2-AA3S-06	TCGA-Z2-AA3S-06A-11D-A396-01	334	SKCM	0.893886063223202	7	3	10	-0.8545	-0.8545	0.894311452664233	NA	NA	0.86	NA	0.91	1.88	0	0.85919538952934	0.140358268330856	0.842785462894935
24	7	173	8161	TCGA-Z2-A8RT-06A-11D-A372-08	60	54	0.4	0.8	SKCM	TCGA-Z2-A8RT-06	TCGA-Z2-A8RT-06A-11D-A371-01	498	SKCM	0.788495301424927	9	2	11	-0.7232	-0.7232	0.794247650712464	NA	NA	0.77	NA	0.83	1.81	0	0.730018800015779	0.291316872619576	0.728030814977826
6	2	0	452	TCGA-YZ-A985-01A-11D-A39W-08	41	55	0.376689189189189	0.753378378378378	UVM	TCGA-YZ-A985-01	TCGA-YZ-A985-01A-11D-A39V-01	104	UVM	1.00463331901607	2	0	2	-1.0067	-1.0067	0.876689189189189	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA
2	0	0	10	TCGA-YZ-A984-01A-11D-A39W-08	52.5	69	0.435652173913043	0.871304347826087	UVM	TCGA-YZ-A984-01	TCGA-YZ-A984-01A-11D-A39V-01	104	UVM	0.679027896355326	3	18	21	-0.5984	-0.5984	0.775166122090706	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA
3	1	0	28	TCGA-YZ-A983-01A-11D-A39W-08	33	56	0.4375	0.875	UVM	TCGA-YZ-A983-01	TCGA-YZ-A983-01A-11D-A39V-01	89	UVM	0.0151912506283629	0	1	1	-0.011	-0.011	0.875	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA
0	2	0	28	TCGA-YZ-A982-01A-11D-A39W-08	61.5	77.5	0.473893898091843	0.947787796183686	UVM	TCGA-YZ-A982-01	TCGA-YZ-A982-01A-11D-A39V-01	128	UVM	0.665036774731576	5	14	19	-0.5832	-0.5832	0.806412285457631	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA
1	4	0	17	TCGA-YZ-A980-01A-11D-A39W-08	49.5	62	0.217218137254902	0.434436274509804	UVM	TCGA-YZ-A980-01	TCGA-YZ-A980-01A-11D-A39V-01	56	UVM	0.47448115699826	3	1	4	-0.3907	-0.3907	0.454458715754032	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA
